GEO_ID,NAME,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M
1500000US490059801001,"Block Group 1, Census Tract 9801, Cache County, Utah",52,17,0,11,0,11,0,11,0,11,3,6,10,14,0,11,0,11,0,11,13,19,21,19,0,11,0,11,0,11,1,4,4,7
1500000US490070001001,"Block Group 1, Census Tract 1, Carbon County, Utah",420,73,0,11,23,24,19,20,58,54,0,11,8,13,0,11,13,15,8,13,3,6,62,31,66,47,82,55,38,28,40,27,0,11
1500000US490070001002,"Block Group 2, Census Tract 1, Carbon County, Utah",854,77,70,38,60,53,87,52,53,30,31,27,17,12,18,21,60,41,21,18,94,41,95,39,105,53,32,26,61,39,37,29,13,16
1500000US490070002001,"Block Group 1, Census Tract 2, Carbon County, Utah",625,95,29,28,30,30,73,62,31,23,40,28,6,10,47,47,0,11,38,32,108,65,133,76,71,41,17,26,2,7,0,11,0,11
1500000US490070002002,"Block Group 2, Census Tract 2, Carbon County, Utah",477,85,0,11,0,11,19,20,23,28,0,11,18,21,24,24,42,37,40,31,27,22,78,53,57,38,74,45,25,26,42,30,8,14
1500000US490070002003,"Block Group 3, Census Tract 2, Carbon County, Utah",538,99,43,51,0,11,18,20,27,25,17,19,19,30,7,13,9,14,25,25,26,25,80,69,128,73,58,55,36,42,34,32,11,17
1500000US490070003001,"Block Group 1, Census Tract 3, Carbon County, Utah",333,81,75,66,21,23,35,38,7,11,9,14,15,18,7,12,10,16,21,24,49,32,67,56,10,16,7,10,0,11,0,11,0,11
1500000US490070003002,"Block Group 2, Census Tract 3, Carbon County, Utah",250,71,25,18,0,11,24,25,13,16,0,11,40,38,0,11,27,25,38,37,24,32,13,12,14,17,6,10,14,32,12,20,0,11
1500000US490070003003,"Block Group 3, Census Tract 3, Carbon County, Utah",501,114,210,100,91,68,24,30,64,56,30,46,0,11,7,12,17,22,15,18,6,10,9,13,20,24,0,11,8,13,0,11,0,11
1500000US490070003004,"Block Group 4, Census Tract 3, Carbon County, Utah",528,106,45,38,0,11,70,56,0,11,66,62,31,30,27,26,34,44,48,43,27,26,48,36,57,55,54,51,0,11,21,25,0,11
1500000US490070005001,"Block Group 1, Census Tract 5, Carbon County, Utah",693,112,21,22,44,31,21,24,2,3,28,26,55,58,15,18,11,16,26,25,54,36,88,53,142,70,71,36,69,50,11,16,35,28
1500000US490070005002,"Block Group 2, Census Tract 5, Carbon County, Utah",950,125,50,28,15,14,47,28,62,29,60,46,78,44,21,17,32,19,51,29,116,58,183,55,169,52,28,20,19,18,7,10,12,15
1500000US490070006001,"Block Group 1, Census Tract 6, Carbon County, Utah",554,85,77,44,26,24,23,23,39,26,85,47,9,10,31,21,31,23,27,23,32,24,57,34,64,33,37,33,4,4,3,4,9,14
1500000US490070006002,"Block Group 2, Census Tract 6, Carbon County, Utah",494,81,29,39,24,26,11,17,40,41,21,24,21,23,29,35,4,6,25,24,43,38,9,14,113,69,31,21,41,33,7,12,46,40
1500000US490070006003,"Block Group 3, Census Tract 6, Carbon County, Utah",612,81,5,9,58,56,31,40,8,13,42,40,35,29,41,29,15,16,45,36,68,52,111,57,54,36,55,39,25,23,19,22,0,11
1500000US490099601001,"Block Group 1, Census Tract 9601, Daggett County, Utah",163,44,9,10,0,11,0,11,3,4,23,17,8,8,0,11,4,5,0,11,16,12,18,14,23,22,30,17,10,11,19,16,0,11
1500000US490111251021,"Block Group 1, Census Tract 1251.02, Davis County, Utah",526,86,0,11,0,11,0,11,23,23,0,11,7,12,39,45,16,18,26,20,13,15,36,31,126,73,63,35,58,44,58,41,61,37
1500000US490111251022,"Block Group 2, Census Tract 1251.02, Davis County, Utah",804,97,1,6,6,10,0,11,24,28,0,11,20,22,19,24,12,19,10,16,48,44,44,30,212,84,72,42,24,23,150,74,162,75
1500000US490111251031,"Block Group 1, Census Tract 1251.03, Davis County, Utah",1042,86,31,28,10,15,0,11,0,11,0,11,17,21,0,11,31,30,55,39,79,60,52,36,249,98,143,76,154,62,180,105,41,32
1500000US490111251032,"Block Group 2, Census Tract 1251.03, Davis County, Utah",836,109,41,37,10,16,0,11,39,41,20,22,23,26,19,20,50,58,22,27,105,57,82,56,215,78,37,31,96,57,52,37,25,27
1500000US490111251041,"Block Group 1, Census Tract 1251.04, Davis County, Utah",633,68,7,12,0,11,0,11,0,11,7,11,26,23,0,11,18,18,10,15,29,26,74,52,87,53,137,67,62,30,109,50,67,35
1500000US490111251042,"Block Group 2, Census Tract 1251.04, Davis County, Utah",407,82,0,11,0,11,0,11,0,11,0,11,0,11,10,16,17,19,0,11,21,23,14,15,96,43,68,37,41,33,84,48,56,38
1500000US490111251043,"Block Group 3, Census Tract 1251.04, Davis County, Utah",632,76,0,11,0,11,0,11,0,11,15,18,8,14,0,11,0,11,41,48,30,28,51,26,74,42,133,48,62,46,127,64,91,46
1500000US490111252001,"Block Group 1, Census Tract 1252, Davis County, Utah",545,78,22,15,6,9,0,11,23,21,30,33,56,37,10,14,21,22,27,21,101,47,40,26,96,43,38,28,75,56,0,11,0,11
1500000US490111252002,"Block Group 2, Census Tract 1252, Davis County, Utah",486,97,0,11,0,11,19,21,30,20,28,19,22,18,30,21,31,21,68,53,108,60,39,29,46,37,30,28,18,17,0,11,17,18
1500000US490111253011,"Block Group 1, Census Tract 1253.01, Davis County, Utah",425,96,8,13,8,13,62,50,0,11,43,43,17,19,0,11,10,15,8,13,33,30,64,39,75,45,55,60,23,36,19,20,0,11
1500000US490111253012,"Block Group 2, Census Tract 1253.01, Davis County, Utah",512,91,30,40,0,11,9,14,20,22,15,17,17,19,15,24,55,55,6,9,51,37,91,60,138,87,44,33,10,17,11,18,0,11
1500000US490111253013,"Block Group 3, Census Tract 1253.01, Davis County, Utah",374,85,29,26,37,45,0,11,0,11,9,13,24,19,0,11,24,26,47,50,22,25,35,38,70,62,62,46,0,11,15,17,0,11
1500000US490111253014,"Block Group 4, Census Tract 1253.01, Davis County, Utah",363,98,8,13,0,11,0,11,9,14,0,11,41,31,10,15,14,16,72,60,13,14,106,78,21,23,53,41,0,11,8,14,8,14
1500000US490111253031,"Block Group 1, Census Tract 1253.03, Davis County, Utah",1003,128,0,11,16,27,0,11,0,11,14,22,0,11,16,26,54,74,16,25,25,29,137,84,238,88,142,77,141,80,136,73,68,50
1500000US490111253032,"Block Group 2, Census Tract 1253.03, Davis County, Utah",1214,181,34,39,18,30,29,34,14,21,85,83,10,17,47,45,19,31,0,11,133,96,101,89,238,113,174,119,178,116,108,66,26,32
1500000US490111253033,"Block Group 3, Census Tract 1253.03, Davis County, Utah",1035,148,11,19,0,11,10,18,0,11,19,31,18,28,0,11,34,38,134,111,85,62,98,67,283,117,186,94,55,43,71,55,31,35
1500000US490111253041,"Block Group 1, Census Tract 1253.04, Davis County, Utah",384,70,8,15,0,11,0,11,0,11,7,12,0,11,15,18,11,18,13,20,41,29,89,50,79,52,20,20,46,38,55,45,0,11
1500000US490111253042,"Block Group 2, Census Tract 1253.04, Davis County, Utah",896,82,14,24,0,11,31,29,48,52,0,11,18,21,64,69,7,11,16,17,92,55,129,70,176,83,175,53,37,27,55,59,34,24
1500000US490111253043,"Block Group 3, Census Tract 1253.04, Davis County, Utah",322,81,0,11,0,11,0,11,0,11,0,11,58,63,25,38,13,15,0,11,54,42,64,47,67,43,0,11,8,11,33,42,0,11
1500000US490111253051,"Block Group 1, Census Tract 1253.05, Davis County, Utah",787,95,24,25,9,14,16,19,19,22,16,17,11,17,0,11,0,11,9,14,71,46,68,37,132,70,102,49,109,54,148,64,53,33
1500000US490111253052,"Block Group 2, Census Tract 1253.05, Davis County, Utah",480,74,0,11,7,12,0,11,33,38,20,21,10,15,9,13,7,11,33,28,30,27,37,28,87,46,91,55,36,42,74,62,6,9
1500000US490111253053,"Block Group 3, Census Tract 1253.05, Davis County, Utah",622,110,0,11,0,11,11,17,5,10,37,42,8,14,50,40,30,23,17,20,79,51,93,62,122,73,53,31,58,37,30,34,29,28
1500000US490111254011,"Block Group 1, Census Tract 1254.01, Davis County, Utah",1159,156,0,11,55,81,15,24,0,11,18,28,0,11,0,11,27,32,17,26,128,95,40,37,235,98,304,115,87,64,190,108,43,41
1500000US490111254012,"Block Group 2, Census Tract 1254.01, Davis County, Utah",1644,171,20,31,0,16,29,32,0,16,12,20,32,37,0,16,28,40,57,50,57,43,151,97,497,163,293,128,137,73,265,103,66,50
1500000US490111254013,"Block Group 3, Census Tract 1254.01, Davis County, Utah",792,143,0,11,10,17,12,19,15,25,0,11,9,15,25,27,26,33,45,43,0,11,119,55,209,101,169,114,36,37,92,81,25,30
1500000US490111254031,"Block Group 1, Census Tract 1254.03, Davis County, Utah",1430,166,0,16,0,16,0,16,4,12,15,24,34,34,15,22,11,18,12,19,69,65,309,154,205,98,385,124,183,118,51,49,137,111
1500000US490111254032,"Block Group 2, Census Tract 1254.03, Davis County, Utah",1004,145,0,11,0,11,0,11,12,20,10,16,0,11,12,20,0,11,22,33,141,89,20,32,263,115,174,89,71,76,117,73,162,88
1500000US490111254033,"Block Group 3, Census Tract 1254.03, Davis County, Utah",1429,165,24,29,35,57,87,93,26,30,70,82,25,29,37,41,0,11,46,44,100,80,72,61,432,124,175,78,111,81,109,78,80,59
1500000US490111254051,"Block Group 1, Census Tract 1254.05, Davis County, Utah",1186,130,31,25,0,11,0,11,0,11,21,33,25,39,2,8,58,61,0,11,88,79,185,96,311,102,167,95,105,58,178,99,15,24
1500000US490111254052,"Block Group 2, Census Tract 1254.05, Davis County, Utah",1303,132,20,34,37,41,0,16,9,17,0,16,46,44,98,97,102,91,33,38,170,96,69,51,172,86,181,86,118,77,187,81,61,73
1500000US490111254061,"Block Group 1, Census Tract 1254.06, Davis County, Utah",726,109,0,11,33,54,0,11,35,38,31,49,10,18,13,22,0,11,74,55,63,59,198,94,182,70,0,11,73,73,14,22,0,11
1500000US490111254062,"Block Group 2, Census Tract 1254.06, Davis County, Utah",1564,121,15,24,27,32,12,20,0,16,12,20,8,15,42,67,0,16,0,16,77,53,59,39,261,106,251,104,200,100,342,114,258,102
1500000US490111255011,"Block Group 1, Census Tract 1255.01, Davis County, Utah",956,107,12,19,46,48,8,14,56,46,42,47,0,11,102,80,9,13,63,53,79,63,206,85,128,55,82,50,84,53,39,29,0,11
1500000US490111255012,"Block Group 2, Census Tract 1255.01, Davis County, Utah",425,66,9,14,19,22,9,13,0,11,0,11,0,11,14,22,0,11,31,38,68,47,86,51,65,47,67,36,16,23,23,24,18,20
1500000US490111255013,"Block Group 3, Census Tract 1255.01, Davis County, Utah",447,88,11,16,25,25,18,22,6,12,0,11,18,22,0,11,9,15,9,14,35,32,102,64,102,51,67,63,21,24,24,27,0,11
1500000US490111255021,"Block Group 1, Census Tract 1255.02, Davis County, Utah",515,92,33,29,35,30,34,52,8,13,0,11,31,46,14,23,54,47,75,55,48,32,66,33,39,32,45,35,21,16,12,18,0,11
1500000US490111255022,"Block Group 2, Census Tract 1255.02, Davis County, Utah",658,95,8,13,0,11,13,21,11,17,8,13,8,12,0,11,0,11,87,70,86,50,38,26,112,51,74,48,121,84,65,51,27,31
1500000US490111255023,"Block Group 3, Census Tract 1255.02, Davis County, Utah",448,93,5,9,8,12,22,25,0,11,0,11,10,18,14,15,79,54,14,21,56,49,14,16,105,71,79,46,33,32,9,13,0,11
1500000US490111255031,"Block Group 1, Census Tract 1255.03, Davis County, Utah",709,72,6,11,0,11,10,16,4,7,15,22,6,9,50,38,35,44,45,37,57,46,55,29,161,77,161,70,26,22,41,28,37,31
1500000US490111255032,"Block Group 2, Census Tract 1255.03, Davis County, Utah",752,77,19,21,16,24,0,11,0,11,11,16,10,16,19,28,54,56,0,11,45,32,101,48,196,84,96,54,81,59,72,46,32,27
1500000US490111256001,"Block Group 1, Census Tract 1256, Davis County, Utah",70,16,8,12,15,16,0,11,0,11,6,9,0,11,4,6,0,11,0,11,7,11,11,12,0,11,11,14,4,6,4,6,0,11
1500000US490111257011,"Block Group 1, Census Tract 1257.01, Davis County, Utah",878,128,109,74,50,43,54,60,68,54,39,35,81,79,76,58,37,36,35,32,62,42,108,62,128,91,24,23,0,11,7,11,0,11
1500000US490111257012,"Block Group 2, Census Tract 1257.01, Davis County, Utah",483,98,23,22,42,36,49,52,18,19,10,17,15,17,10,16,33,41,0,11,97,63,59,61,63,44,19,25,29,28,16,21,0,11
1500000US490111257021,"Block Group 1, Census Tract 1257.02, Davis County, Utah",287,92,0,11,11,19,13,20,8,13,10,16,24,34,0,11,41,44,35,39,4,8,36,27,39,33,37,31,0,11,9,15,20,34
1500000US490111257022,"Block Group 2, Census Tract 1257.02, Davis County, Utah",613,100,69,51,50,46,72,61,25,42,0,11,15,17,24,38,19,21,25,24,98,66,72,51,122,52,10,16,0,11,12,14,0,11
1500000US490111257023,"Block Group 3, Census Tract 1257.02, Davis County, Utah",398,73,22,23,0,11,6,10,0,11,24,26,29,27,22,23,11,15,0,11,36,29,117,74,60,32,41,42,18,21,12,18,0,11
1500000US490111258011,"Block Group 1, Census Tract 1258.01, Davis County, Utah",1235,157,62,60,134,103,86,88,29,48,104,100,55,47,75,89,82,63,78,79,160,93,184,98,166,110,11,19,0,11,0,11,9,15
1500000US490111258012,"Block Group 2, Census Tract 1258.01, Davis County, Utah",327,94,0,11,0,11,0,11,0,11,0,11,35,40,78,111,0,11,18,22,9,15,36,39,99,72,40,45,0,11,0,11,12,19
1500000US490111258013,"Block Group 3, Census Tract 1258.01, Davis County, Utah",540,112,15,23,0,11,0,11,0,11,0,11,0,11,62,76,20,25,15,24,98,66,122,58,161,100,23,30,16,26,8,14,0,11
1500000US490111258014,"Block Group 4, Census Tract 1258.01, Davis County, Utah",616,108,15,24,34,34,0,11,50,58,26,31,0,11,60,51,30,34,22,38,140,88,14,22,172,85,34,33,0,11,0,11,19,34
1500000US490111258041,"Block Group 1, Census Tract 1258.04, Davis County, Utah",716,91,0,11,17,19,20,22,32,51,17,20,0,11,0,11,0,11,9,13,47,52,46,33,142,77,82,38,109,62,97,44,98,60
1500000US490111258042,"Block Group 2, Census Tract 1258.04, Davis County, Utah",205,48,0,11,9,13,0,11,0,11,0,11,0,11,23,35,8,13,0,11,0,11,24,23,52,29,28,24,24,19,37,26,0,11
1500000US490111258043,"Block Group 3, Census Tract 1258.04, Davis County, Utah",556,76,8,12,0,11,0,11,0,11,9,16,0,11,9,15,37,47,0,11,32,24,49,40,164,55,93,50,41,30,92,56,22,20
1500000US490111258044,"Block Group 4, Census Tract 1258.04, Davis County, Utah",372,79,8,12,0,11,0,11,0,11,0,11,0,11,29,33,6,10,7,12,9,13,52,35,66,37,82,56,40,33,32,25,41,46
1500000US490111258051,"Block Group 1, Census Tract 1258.05, Davis County, Utah",488,126,19,30,19,29,47,73,29,35,0,11,21,31,56,67,20,31,0,11,71,59,126,102,37,43,16,27,14,22,13,22,0,11
1500000US490111258052,"Block Group 2, Census Tract 1258.05, Davis County, Utah",759,131,0,11,0,11,16,24,15,24,0,11,0,11,38,39,14,21,73,63,63,52,164,81,158,66,172,128,0,11,32,38,14,22
1500000US490111258053,"Block Group 3, Census Tract 1258.05, Davis County, Utah",766,145,15,24,12,18,19,30,0,11,0,11,28,31,27,35,23,38,35,41,104,82,86,56,202,114,92,66,66,72,43,51,14,29
1500000US490111258071,"Block Group 1, Census Tract 1258.07, Davis County, Utah",750,111,9,16,0,11,51,58,11,18,30,37,29,47,0,11,52,62,59,39,71,55,144,89,139,67,89,67,33,33,33,43,0,11
1500000US490111258072,"Block Group 2, Census Tract 1258.07, Davis County, Utah",547,126,57,67,7,11,68,66,19,22,25,29,95,86,0,11,0,11,63,56,12,18,137,64,29,28,15,22,15,21,5,9,0,11
1500000US490111258081,"Block Group 1, Census Tract 1258.08, Davis County, Utah",1288,184,0,11,15,24,61,91,18,29,145,116,36,43,34,47,106,76,79,81,112,75,256,133,149,95,96,65,58,60,84,79,39,39
1500000US490111258082,"Block Group 2, Census Tract 1258.08, Davis County, Utah",1122,216,39,44,16,26,70,68,60,91,107,113,0,11,49,52,67,59,45,43,81,90,67,50,251,151,161,84,76,55,9,16,24,39
1500000US490111258083,"Block Group 3, Census Tract 1258.08, Davis County, Utah",388,102,0,11,0,11,0,11,11,39,0,11,16,25,0,11,36,43,0,11,103,100,52,51,122,96,0,11,48,77,0,11,0,11
1500000US490111259051,"Block Group 1, Census Tract 1259.05, Davis County, Utah",418,70,0,11,0,11,40,36,0,11,0,11,14,22,0,11,0,11,0,11,69,56,39,41,70,44,49,46,46,36,75,56,16,25
1500000US490111259052,"Block Group 2, Census Tract 1259.05, Davis County, Utah",432,97,0,11,0,11,0,11,46,40,0,11,0,11,0,11,117,89,16,25,10,15,14,24,137,71,68,55,24,37,0,11,0,11
1500000US490111259053,"Block Group 3, Census Tract 1259.05, Davis County, Utah",667,133,209,130,19,31,17,27,0,11,56,59,53,43,31,47,34,40,21,25,22,25,25,29,107,67,36,33,37,44,0,11,0,11
1500000US490111259054,"Block Group 4, Census Tract 1259.05, Davis County, Utah",637,111,16,27,84,69,53,73,0,11,0,11,16,26,14,24,10,20,8,14,20,23,76,51,72,53,74,59,61,58,36,34,97,60
1500000US490111259061,"Block Group 1, Census Tract 1259.06, Davis County, Utah",1024,124,39,44,12,19,10,17,15,25,17,27,45,42,40,47,29,32,17,27,31,38,118,74,225,91,253,126,50,46,33,42,90,95
1500000US490111259062,"Block Group 2, Census Tract 1259.06, Davis County, Utah",883,130,13,21,29,45,15,24,0,11,15,23,13,22,19,28,0,11,51,47,81,90,65,50,88,45,151,77,130,87,122,65,91,81
1500000US490111259063,"Block Group 3, Census Tract 1259.06, Davis County, Utah",453,93,14,22,0,11,0,11,0,11,59,53,16,26,0,11,0,11,37,36,46,62,29,33,184,101,42,32,0,11,26,31,0,11
1500000US490111259071,"Block Group 1, Census Tract 1259.07, Davis County, Utah",776,41,4,8,23,27,19,23,9,10,23,25,18,16,43,34,51,29,71,33,65,34,46,28,141,38,52,26,82,31,101,42,28,19
1500000US490111259081,"Block Group 1, Census Tract 1259.08, Davis County, Utah",717,84,17,19,0,11,18,20,0,11,0,11,0,11,0,11,28,27,19,22,13,15,60,42,111,58,107,52,64,40,155,69,125,57
1500000US490111259082,"Block Group 2, Census Tract 1259.08, Davis County, Utah",403,106,9,16,0,11,0,11,4,7,0,11,17,19,8,14,49,57,0,11,34,27,61,49,55,36,118,72,24,24,13,16,11,16
1500000US490111259083,"Block Group 3, Census Tract 1259.08, Davis County, Utah",421,70,25,27,8,13,0,11,4,7,0,11,0,11,0,11,0,11,0,11,46,33,44,32,134,60,86,41,33,41,32,27,9,14
1500000US490111260011,"Block Group 1, Census Tract 1260.01, Davis County, Utah",836,139,7,11,27,44,29,24,174,105,31,36,18,20,66,50,63,71,26,29,117,76,132,67,43,34,82,68,9,16,0,11,12,18
1500000US490111260012,"Block Group 2, Census Tract 1260.01, Davis County, Utah",537,110,0,11,0,11,18,19,14,17,9,14,9,15,9,14,47,33,86,75,75,43,93,42,73,43,85,60,9,15,0,11,10,14
1500000US490111260013,"Block Group 3, Census Tract 1260.01, Davis County, Utah",236,59,37,32,0,11,54,66,0,11,28,43,10,15,0,11,24,28,8,13,0,11,8,12,34,25,27,30,6,10,0,11,0,11
1500000US490111260014,"Block Group 4, Census Tract 1260.01, Davis County, Utah",367,78,0,11,0,11,0,11,8,13,0,11,50,42,10,16,12,19,17,26,26,26,61,32,112,60,33,27,0,11,32,35,6,11
1500000US490111260021,"Block Group 1, Census Tract 1260.02, Davis County, Utah",1173,92,0,11,7,12,11,17,71,69,12,19,9,15,10,16,0,11,0,11,27,26,138,68,182,65,317,93,80,45,174,64,135,58
1500000US490111260022,"Block Group 2, Census Tract 1260.02, Davis County, Utah",680,103,7,12,11,16,21,23,17,19,10,15,8,13,51,62,33,31,31,27,87,59,33,26,134,53,130,87,39,31,60,47,8,12
1500000US490111261011,"Block Group 1, Census Tract 1261.01, Davis County, Utah",978,135,130,101,98,73,28,34,61,76,15,26,23,29,0,11,162,129,106,88,24,38,17,29,170,81,60,41,69,63,15,24,0,11
1500000US490111261012,"Block Group 2, Census Tract 1261.01, Davis County, Utah",332,74,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,38,39,63,48,80,55,74,50,5,12,60,40
1500000US490111261013,"Block Group 3, Census Tract 1261.01, Davis County, Utah",452,84,19,30,0,11,0,11,9,16,0,11,37,32,0,11,20,33,0,11,20,32,95,72,83,44,87,66,61,51,10,17,11,20
1500000US490111261014,"Block Group 4, Census Tract 1261.01, Davis County, Utah",421,68,0,11,0,11,18,28,0,11,0,11,0,11,0,11,0,11,0,11,53,50,90,62,36,43,109,68,27,34,74,62,14,22
1500000US490111261041,"Block Group 1, Census Tract 1261.04, Davis County, Utah",1162,135,16,25,13,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,72,54,232,112,135,78,121,61,392,121,181,78
1500000US490111261042,"Block Group 2, Census Tract 1261.04, Davis County, Utah",1058,129,0,11,18,29,0,11,0,11,0,11,0,11,0,11,27,43,0,11,43,45,33,39,175,117,165,88,186,92,287,121,124,80
1500000US490111261043,"Block Group 3, Census Tract 1261.04, Davis County, Utah",1106,140,37,55,0,16,0,16,12,19,0,16,0,16,15,24,20,33,0,16,41,51,42,41,213,100,195,87,249,112,179,87,103,64
1500000US490111261051,"Block Group 1, Census Tract 1261.05, Davis County, Utah",639,74,0,11,20,22,0,11,0,11,0,11,21,31,0,11,0,11,27,26,29,22,83,44,157,64,102,54,34,24,138,61,28,27
1500000US490111261052,"Block Group 2, Census Tract 1261.05, Davis County, Utah",344,54,0,11,9,13,0,11,0,11,0,11,0,11,7,12,0,11,0,11,9,14,8,13,34,26,79,43,84,36,47,45,67,38
1500000US490111261053,"Block Group 3, Census Tract 1261.05, Davis County, Utah",356,50,7,11,0,11,0,11,0,11,0,11,0,11,18,19,8,13,10,14,44,43,27,32,75,35,65,36,62,37,23,21,17,18
1500000US490111261054,"Block Group 4, Census Tract 1261.05, Davis County, Utah",421,68,0,11,0,11,0,11,7,11,0,11,7,11,22,31,0,11,28,41,24,21,24,18,50,32,107,42,17,17,99,62,36,42
1500000US490111262021,"Block Group 1, Census Tract 1262.02, Davis County, Utah",3221,187,93,70,15,24,0,18,76,50,18,28,74,70,185,135,41,39,26,30,48,41,428,157,356,132,708,200,315,114,542,147,296,115
1500000US490111262022,"Block Group 2, Census Tract 1262.02, Davis County, Utah",471,104,0,11,0,11,0,11,27,32,16,30,0,11,0,11,71,76,22,25,38,37,34,24,23,38,45,41,43,38,113,78,39,37
1500000US490111262031,"Block Group 1, Census Tract 1262.03, Davis County, Utah",742,74,15,18,0,11,31,49,10,15,9,16,17,20,11,18,71,63,0,11,0,11,58,48,69,42,76,46,49,34,187,80,139,48
1500000US490111262032,"Block Group 2, Census Tract 1262.03, Davis County, Utah",534,66,10,15,10,15,0,11,0,11,0,11,9,15,18,21,9,14,0,11,44,34,11,17,45,45,59,33,145,68,49,32,125,40
1500000US490111262041,"Block Group 1, Census Tract 1262.04, Davis County, Utah",529,76,11,19,0,11,0,11,0,11,26,40,0,11,27,24,8,13,27,30,18,19,48,32,82,40,68,40,44,32,153,59,17,19
1500000US490111262042,"Block Group 2, Census Tract 1262.04, Davis County, Utah",322,70,0,11,0,11,0,11,23,22,27,41,10,16,0,11,7,12,27,42,8,13,11,17,89,41,11,17,43,38,38,32,28,23
1500000US490111262043,"Block Group 3, Census Tract 1262.04, Davis County, Utah",548,83,8,15,56,51,0,11,17,19,10,15,25,24,9,13,29,28,0,11,27,25,8,12,117,81,119,50,50,47,53,32,20,22
1500000US490111263031,"Block Group 1, Census Tract 1263.03, Davis County, Utah",873,70,0,11,13,15,0,11,0,11,8,13,25,21,0,11,35,37,0,11,100,62,23,19,139,57,149,57,100,44,153,47,128,61
1500000US490111263032,"Block Group 2, Census Tract 1263.03, Davis County, Utah",496,57,9,14,10,15,10,14,0,11,0,11,10,16,27,28,11,17,24,19,52,31,26,24,91,39,84,45,20,19,64,42,58,46
1500000US490111263041,"Block Group 1, Census Tract 1263.04, Davis County, Utah",830,132,12,20,0,11,28,31,20,32,62,43,0,11,25,27,7,11,0,11,107,97,84,53,112,53,134,60,127,95,80,44,32,31
1500000US490111263042,"Block Group 2, Census Tract 1263.04, Davis County, Utah",713,103,11,17,0,11,45,36,0,11,0,11,10,15,21,25,23,28,21,23,47,66,52,36,62,36,138,61,108,52,87,53,88,40
1500000US490111263043,"Block Group 3, Census Tract 1263.04, Davis County, Utah",522,73,10,15,0,11,0,11,11,19,0,11,0,11,0,11,0,11,0,11,0,11,60,37,68,45,74,46,109,54,77,43,113,57
1500000US490111263051,"Block Group 1, Census Tract 1263.05, Davis County, Utah",733,49,21,18,19,14,9,13,35,35,46,36,6,10,4,7,5,8,24,21,36,23,21,15,87,41,130,46,90,36,99,33,101,43
1500000US490111263061,"Block Group 1, Census Tract 1263.06, Davis County, Utah",1096,174,13,22,15,23,43,68,15,23,77,100,0,11,32,36,54,50,18,29,30,32,209,124,248,107,130,71,95,82,46,45,71,54
1500000US490111263062,"Block Group 2, Census Tract 1263.06, Davis County, Utah",784,160,0,11,84,100,16,27,33,40,11,20,19,31,47,44,58,88,47,44,119,80,90,63,43,42,53,50,81,86,31,36,52,46
